Id,MSSubClass,MSZoning,Street,Alley,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,Exterior1st,Exterior2nd,ExterQual,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,HeatingQC,CentralAir,Electrical,BsmtFullBath,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageCars,GarageQual,GarageCond,PavedDrive,Fence,SaleType,SaleCondition,SalePrice,group,lotarea_new,grlivarea_new,_1stflrsf_new,age_built,age_remode,y
1088,60,FV,Pave,OT,Reg,Low,Other,Somerst,Norm,Type1,Type2,8,5,Other,type3,type3,Gd,PConc,Gd,TA,Mn,0,Ex,Y,type1,0,2,3,1,Gd,9,1,Gd,Attchd,3,TA,TA,Y,OT,old,Normal,252000,train,9.266153437,7.577121931,6.986566459,6,5,12.43718437
1089,160,RM,Pave,OT,Reg,Low,Other,Edwards,Norm,Type2,Type2,7,5,Other,type3,type3,Gd,PConc,Gd,TA,No,0,Ex,Y,type1,0,2,3,1,Gd,7,0,OT,type1,2,TA,TA,Y,OT,old,Normal,137500,train,7.832807517,7.443663683,6.877296072,7,7,11.8313792
1090,120,FV,Pave,Pa,IR,Low,Other,Somerst,Norm,Type1,Type2,8,5,Other,type2,type2,Gd,PConc,Gd,TA,No,1039,Ex,Y,type1,1,1,1,1,Gd,4,1,Gd,Attchd,2,TA,TA,Y,OT,old,Normal,197000,train,8.106514516,7.128495946,7.128495946,6,6,12.19095901
1091,90,RL,Pave,OT,Reg,Low,Other,NAmes,Norm,Type2,Type2,3,4,Other,type3,type3,TA,Slab,OT,Fa,OT,0,Fa,N,type2,0,2,2,2,TA,6,0,OT,type1,2,TA,TA,Y,OT,old,Normal,92900,train,9.052984561,6.946975992,6.946975992,61,61,11.43927893
1092,160,FV,Pave,Pa,Reg,Low,Other,Somerst,Norm,Type2,Type2,7,5,Other,type2,type2,Gd,PConc,Gd,TA,No,510,Ex,Y,type1,1,2,2,1,Gd,4,0,OT,type1,2,TA,TA,Y,OT,old,Normal,160000,train,7.677863501,7.132497552,6.436150368,12,11,11.98292909
1093,50,RL,Pave,OT,Reg,Bnk,Other,SWISU,Norm,Type1,Type1,6,5,Other,type2,type2,TA,PConc,TA,TA,No,423,Fa,Y,type1,0,2,4,1,TA,7,1,Gd,type1,2,TA,TA,Y,OT,old,Normal,136500,train,9.035986985,7.434847875,7.237059026,86,61,11.82407989
1094,20,RL,Pave,OT,Reg,Low,Other,NAmes,Artery,Type1,Type2,5,8,Hip,type2,type2,TA,CBlock,TA,TA,Mn,661,Gd,Y,type1,1,1,1,1,Gd,6,0,OT,type1,2,TA,TA,Y,MnPrv,old,Normal,146000,train,9.130214328,7.090076836,7.090076836,46,13,11.8913619
1095,20,RL,Pave,OT,Reg,Low,Other,NAmes,Norm,Type1,Type2,5,7,Other,type2,type2,TA,CBlock,TA,TA,No,248,Ex,Y,type1,1,1,2,1,TA,4,0,OT,Attchd,1,TA,TA,Y,OT,old,Normal,129000,train,8.677269139,6.841615477,6.841615477,55,11,11.76756768
1096,20,RL,Pave,OT,IR,Low,Other,CollgCr,Norm,Type1,Type2,6,5,Other,type3,type3,Gd,PConc,Gd,TA,No,24,Gd,Y,type1,0,2,3,1,Gd,6,1,Gd,Attchd,2,TA,TA,Y,OT,old,Normal,176432,train,9.139595968,7.180831199,7.180831199,5,5,12.08069081
1097,70,RM,Pave,OT,Reg,Low,Other,IDOTRR,Norm,Type1,Type2,6,7,Other,type2,type2,TA,PConc,TA,TA,No,0,TA,Y,type1,0,1,3,1,Gd,7,0,OT,OT,0,OT,OT,Y,OT,old,Normal,127000,train,8.836664586,7.211556733,6.650279049,97,5,11.75194237
1098,120,RL,Pave,OT,Reg,Low,Other,StoneBr,Norm,Type1,Type2,8,5,Other,type3,type3,Gd,CBlock,Gd,TA,No,0,Ex,Y,type1,0,1,2,1,Gd,5,0,OT,Attchd,2,TA,TA,Y,OT,old,Normal,170000,train,8.215006433,6.992096427,6.992096427,25,25,12.04355372
1099,50,RM,Pave,OT,Reg,Low,Other,BrkSide,Norm,Type1,Type1,4,6,Other,type2,type2,TA,type1,TA,TA,No,672,TA,Y,type1,0,1,3,1,TA,6,0,OT,type1,1,TA,TA,Y,OT,old,Normal,128000,train,8.699514748,7.188412737,6.629363253,75,61,11.75978554
1100,20,RL,Pave,OT,IR,Low,Other,NWAmes,Norm,Type1,Type2,7,5,Other,type3,type3,TA,CBlock,Gd,TA,No,704,TA,Y,type1,0,2,3,1,TA,7,1,TA,Attchd,2,TA,TA,Y,OT,old,Family,157000,train,9.382611593,7.378383713,7.378383713,33,33,11.96400108
1101,30,RL,Pave,OT,Reg,Bnk,Other,SWISU,Norm,Type1,Type2,2,5,Other,type2,type2,TA,CBlock,TA,Fa,No,290,TA,N,type2,0,1,1,1,Fa,3,0,OT,type1,1,TA,TA,N,OT,old,Normal,60000,train,9.035986985,6.08221891,6.08221891,91,61,11.00209984
1102,20,RL,Pave,OT,IR,Low,Other,NAmes,Norm,Type1,Type2,5,5,Other,type3,type2,TA,CBlock,TA,TA,No,412,TA,Y,type1,0,1,3,1,TA,5,0,OT,type1,1,TA,TA,Y,OT,old,Normal,119500,train,9.18584274,6.856461985,6.856461985,40,40,11.69107165
1103,20,RL,Pave,OT,Reg,Low,Other,NAmes,Norm,Type1,Type2,5,7,Other,type2,type2,TA,CBlock,TA,TA,No,588,Ex,Y,type1,0,1,2,1,TA,6,0,OT,Attchd,1,TA,TA,Y,MnWw,old,Family,135000,train,8.853665428,7.033506484,7.033506484,51,9,11.81303006
1104,20,RL,Pave,OT,Reg,Low,Other,NAmes,Norm,Type1,Type2,6,6,Hip,type3,type3,TA,CBlock,TA,TA,Mn,655,Ex,Y,type1,0,1,3,1,TA,6,1,Fa,BuiltIn,2,TA,TA,Y,OT,old,Normal,159500,train,9.094929521,7.085064294,7.085064294,52,52,11.9797992
1105,160,RM,Pave,OT,Reg,Low,Other,BrDale,Norm,Type1,Type2,5,5,Other,type3,type3,TA,CBlock,TA,TA,No,0,TA,Y,type1,0,2,3,1,TA,6,0,OT,type1,2,TA,TA,Y,OT,old,Normal,106000,train,7.608870629,7.171656823,6.445719819,41,41,11.57119437
1106,60,RL,Pave,OT,IR,Low,Other,NoRidge,Norm,Type1,Type2,8,5,Other,type3,type3,Gd,PConc,Ex,TA,Mn,1032,Ex,Y,type1,1,2,3,1,Gd,9,2,TA,Attchd,2,TA,TA,Y,OT,old,Normal,325000,train,9.413770892,7.871692664,7.313220387,17,16,12.69158046
1107,20,RL,Pave,OT,IR,Low,Other,SawyerW,Artery,Type1,Type2,7,5,Hip,type3,type3,Gd,PConc,Gd,TA,Mn,738,Gd,Y,type1,1,2,3,1,Gd,6,1,TA,Attchd,2,TA,TA,Y,OT,old,Normal,179900,train,9.245417899,7.273786318,7.273786318,21,20,12.10015642
1108,60,RL,Pave,OT,IR,Low,CulD,Gilbert,Norm,Type1,Type2,7,5,Other,type3,type3,Gd,PConc,Ex,Gd,No,0,Ex,Y,type1,0,2,3,1,Gd,9,1,Gd,BuiltIn,2,TA,TA,Y,OT,New,Partial,274725,train,10.05436144,7.611347717,6.787844982,5,5,12.52352588
1109,60,RL,Pave,OT,Reg,Low,Other,Gilbert,Norm,Type1,Type2,6,5,Other,type3,type3,TA,PConc,Gd,TA,No,0,Ex,Y,type1,0,2,3,1,TA,7,1,TA,Attchd,2,TA,TA,Y,OT,old,Family,181000,train,8.995040975,7.432483808,6.854354502,11,11,12.10625231
1110,20,RL,Pave,OT,IR,Low,Other,NridgHt,Norm,Type1,Type2,8,5,Other,type2,type2,Gd,PConc,Ex,TA,Mn,1039,Ex,Y,type1,1,2,3,1,Gd,7,1,Gd,Attchd,3,TA,TA,Y,OT,old,Normal,280000,train,9.338029733,7.515344571,7.515344571,7,6,12.54254488
1111,60,RL,Pave,OT,Reg,Low,Other,Gilbert,Norm,Type1,Type2,6,5,Other,type3,type3,TA,PConc,Gd,TA,No,219,Gd,Y,type1,1,2,3,1,TA,8,1,TA,Attchd,2,TA,TA,Y,OT,old,Normal,188000,train,8.987196821,7.413367336,6.650279049,16,15,12.14419724
1112,60,RL,Pave,OT,Reg,Low,Other,NWAmes,Norm,Type1,Type2,7,6,Hip,type3,type3,TA,CBlock,TA,TA,No,403,TA,Y,type1,0,2,4,1,TA,8,1,Gd,Attchd,2,TA,TA,Y,OT,old,Normal,205000,train,9.257223958,7.582738489,7.001245622,35,35,12.23076526
1113,20,RL,Pave,OT,IR,Low,Other,NAmes,Norm,Type1,Type2,5,7,Other,type2,type2,TA,CBlock,TA,TA,No,708,TA,Y,type2,1,1,2,1,TA,5,0,OT,type1,1,TA,TA,Y,OT,old,Normal,129900,train,8.867850063,6.704414355,6.704414355,54,54,11.7745202
1114,20,RL,Pave,OT,Reg,Low,Other,NAmes,Norm,Type1,Type2,5,7,Other,type2,type2,TA,CBlock,TA,TA,No,643,Gd,Y,type1,1,1,2,1,Gd,6,0,OT,Attchd,1,TA,TA,Y,OT,old,Normal,134500,train,9.096387492,6.915723449,6.915723449,58,5,11.80931948
1115,20,RL,Pave,OT,Reg,Low,Other,OldTown,Norm,Type1,Type2,5,7,Other,type2,type2,TA,CBlock,TA,TA,No,415,Ex,Y,type1,0,1,2,1,Gd,4,0,OT,type1,1,TA,TA,Y,MnPrv,old,Normal,117000,train,8.594154233,6.725033642,6.725033642,57,11,11.66992921
1116,20,RL,Pave,OT,Reg,Low,Other,NridgHt,Norm,Type1,Type2,8,5,Hip,type3,type3,Gd,PConc,Ex,TA,No,1004,Ex,Y,type1,1,2,3,1,Ex,7,1,Gd,Attchd,3,TA,TA,Y,OT,New,Partial,318000,train,9.399720293,7.458186157,7.458186157,4,4,12.66980666
1117,80,RL,Pave,OT,Reg,Low,Other,Gilbert,Norm,Type1,Type2,8,5,Hip,type3,type3,Gd,PConc,Gd,TA,No,353,Ex,Y,type1,1,2,3,1,Gd,7,1,TA,BuiltIn,2,TA,TA,Y,OT,old,Normal,184100,train,8.955448122,7.257707677,6.658011046,9,9,12.12323437
1118,20,RL,Pave,OT,IR,Low,Other,Sawyer,Artery,Type1,Type2,5,7,Other,type3,type3,TA,CBlock,TA,TA,No,702,Ex,Y,type1,1,1,3,1,Gd,5,0,OT,Attchd,2,TA,TA,Y,OT,old,Normal,130000,train,9.186457432,6.795705775,6.795705775,44,8,11.77528973
1119,80,RL,Pave,OT,Reg,Low,Other,Sawyer,Norm,Type1,Type2,5,6,Other,type2,type2,TA,CBlock,TA,TA,No,0,TA,Y,type1,0,1,3,1,TA,6,0,OT,BuiltIn,1,TA,TA,Y,OT,old,Normal,140000,train,9.534233826,7.378383713,6.928537818,53,24,11.8493977
1120,20,RL,Pave,OT,Reg,Low,Other,NAmes,Norm,Type1,Type2,5,5,Other,type3,type2,TA,CBlock,TA,TA,No,369,TA,Y,type2,0,1,3,1,TA,6,0,OT,Attchd,1,TA,TA,Y,GdWo,old,Normal,133700,train,8.930626469,6.946975992,6.946975992,52,52,11.80335376
1121,30,RM,Pave,OT,Reg,Bnk,Other,IDOTRR,Norm,Type1,Type2,6,5,Other,type3,type3,TA,type1,TA,TA,No,0,TA,Y,type2,0,1,2,1,TA,6,1,Gd,type1,1,TA,TA,Y,MnPrv,old,Normal,118400,train,9.019542997,6.91968385,6.91968385,91,61,11.681824
1122,20,RL,Pave,OT,Reg,Low,Other,CollgCr,Norm,Type1,Type2,7,5,Other,type3,type3,Gd,PConc,Gd,TA,Mn,24,Ex,Y,type1,0,2,3,1,Gd,7,0,OT,Attchd,3,TA,TA,Y,OT,New,Partial,212900,train,9.218705288,7.347299701,7.347299701,6,5,12.26857785
1123,20,RL,Pave,OT,IR,Low,Other,Edwards,Norm,Type1,Type2,4,3,Other,type1,type1,TA,CBlock,TA,TA,No,0,Ex,Y,type2,0,1,3,1,TA,5,0,OT,type1,1,TA,TA,Y,MnPrv,old,Family,112000,train,9.096723645,6.866933285,6.866933285,55,55,11.62625415
1124,20,RL,Pave,OT,Reg,Low,Other,Edwards,Norm,Type1,Type2,5,9,Hip,type3,type3,TA,CBlock,TA,TA,No,0,Ex,Y,type1,0,1,2,1,TA,4,0,OT,OT,0,OT,OT,Y,OT,old,Normal,118000,train,9.148996742,6.548219103,6.548219103,64,3,11.6784399
1125,80,RL,Pave,OT,IR,Low,Other,Gilbert,Norm,Type1,Type2,7,5,Other,type3,type3,TA,PConc,Gd,TA,No,0,Gd,Y,type1,0,2,3,1,Gd,7,1,TA,Attchd,2,TA,TA,Y,OT,old,Normal,163900,train,9.118773179,7.301147806,6.69950034,19,19,12.00701177
1126,20,RL,Pave,OT,Reg,Low,Other,NAmes,Norm,Type1,Type2,4,5,Other,type3,type3,TA,CBlock,TA,TA,No,0,TA,Y,type1,0,1,2,1,Fa,5,1,TA,type1,2,Fa,Fa,Y,OT,old,Normal,115000,train,9.252824984,6.912742821,6.912742821,56,56,11.65268741
1127,120,RL,Pave,OT,Reg,Low,Other,Blmngtn,Norm,Type1,Type2,7,5,Hip,type3,type3,Gd,PConc,Gd,TA,No,0,Ex,Y,type1,0,2,2,1,Gd,7,1,TA,Attchd,3,TA,TA,Y,OT,old,Normal,174000,train,8.211754397,7.349230825,7.349230825,4,4,12.06681058
1128,20,RL,Pave,OT,IR,Low,Other,Gilbert,Norm,Type1,Type2,7,5,Hip,type3,type3,Gd,PConc,Gd,TA,Mn,1300,Ex,Y,type1,1,2,3,1,Gd,7,1,Gd,Attchd,3,TA,TA,Y,OT,old,Family,259000,train,9.586857158,7.333023014,7.333023014,7,7,12.46458334
1129,60,RL,Pave,OT,IR,Low,Other,Gilbert,Norm,Type1,Type2,7,5,Other,type3,type3,Gd,PConc,Gd,TA,Mn,0,Ex,Y,type1,0,2,4,1,Gd,8,1,Gd,BuiltIn,2,TA,TA,Y,OT,old,Normal,215000,train,9.37551577,7.580189418,6.741700695,7,6,12.27839331
1130,90,RM,Pave,Gr,Reg,Low,Other,OldTown,Norm,Type2,Type1,5,5,Other,type2,type2,TA,CBlock,Gd,TA,Gd,936,TA,Y,type1,1,1,2,1,TA,4,0,OT,type1,2,TA,TA,Y,OT,old,Normal,140000,train,8.881836305,6.841615477,6.841615477,31,31,11.8493977
1131,50,RL,Pave,OT,Reg,Low,Other,SWISU,Norm,Type1,Type1,4,3,Other,type2,type3,TA,type1,TA,TA,No,622,TA,Y,type1,1,2,4,1,Gd,7,2,TA,type1,2,TA,TA,Y,MnPrv,old,Normal,135000,train,8.962391702,7.591357047,7.19142933,83,61,11.81303006
1132,20,RL,Pave,OT,Reg,Low,Other,Mitchel,Norm,Type1,Type2,5,5,Other,type3,type3,TA,PConc,Gd,TA,Mn,212,TA,Y,type1,0,1,3,1,TA,5,0,OT,OT,0,OT,OT,Y,MnPrv,old,Family,93500,train,9.279119887,6.881411304,6.881411304,20,19,11.44571672
1133,70,RM,Pave,OT,Reg,Low,Other,OldTown,Norm,Type1,Type2,6,4,Other,type2,type2,TA,type1,TA,TA,Mn,0,TA,Y,type1,0,2,5,1,Fa,8,0,OT,type1,1,Fa,TA,N,OT,old,Normal,117500,train,9.200290036,7.700747795,7.071573364,131,61,11.67419361
1134,60,RL,Pave,OT,IR,Low,Other,SawyerW,Norm,Type1,Type2,8,5,Other,type3,type3,Gd,PConc,Gd,TA,No,584,Ex,Y,type1,0,2,3,1,Gd,8,1,TA,Attchd,2,TA,TA,Y,OT,old,Normal,239500,train,9.192990734,7.61085279,7.04053639,16,16,12.3863087
1135,60,RL,Pave,OT,IR,Low,Other,Gilbert,Norm,Type1,Type2,6,5,Other,type3,type3,TA,PConc,Gd,TA,Mn,0,Gd,Y,type1,0,2,3,1,TA,7,1,TA,Attchd,2,TA,TA,Y,OT,old,Normal,169000,train,9.079434102,7.377758908,6.820016365,14,14,12.03765399
1136,30,RM,Pave,OT,Reg,Low,Other,BrkSide,Norm,Type1,Type2,6,5,Other,type2,type2,TA,type1,TA,TA,No,0,TA,N,type1,0,1,2,1,TA,5,1,Gd,type1,1,TA,TA,Y,OT,old,Normal,102000,train,8.729073551,6.893656355,6.893656355,85,61,11.53272809
1137,50,RL,Pave,OT,Reg,Low,Other,NAmes,Norm,Type1,Type1,6,5,Other,type3,type3,TA,CBlock,TA,TA,No,280,TA,Y,type2,0,1,3,1,TA,6,0,OT,Attchd,1,TA,TA,Y,OT,old,Family,119000,train,9.169518378,7.132497552,6.939253946,61,61,11.68687877
1138,50,RL,Pave,OT,Reg,Low,Other,Sawyer,Artery,Type1,Type1,5,8,Other,type3,type3,TA,CBlock,TA,TA,No,0,Gd,N,type1,0,1,2,1,TA,6,0,OT,OT,0,OT,OT,N,OT,old,Normal,94000,train,8.754949455,6.927557906,6.65929392,136,15,11.45105006
1139,20,RL,Pave,OT,IR,Low,Other,Mitchel,Norm,Type1,Type2,6,5,Other,type3,type3,TA,PConc,TA,TA,Gd,1567,TA,Y,type1,1,2,2,1,Gd,5,2,TA,Attchd,2,TA,TA,Y,OT,old,Normal,196000,train,9.192074563,7.356918242,7.356918242,34,34,12.18586994
1140,30,RL,Pave,OT,IR,Low,Other,BrkSide,Norm,Type1,Type2,5,5,Other,type2,type2,TA,type1,TA,TA,No,645,TA,Y,type1,0,1,3,1,TA,6,1,Gd,type1,2,TA,TA,Y,OT,old,Normal,144000,train,9.07463519,7.062191632,7.062191632,91,61,11.87756858
1141,20,RL,Pave,OT,Reg,Low,Other,NAmes,Norm,Type1,Type2,5,7,Other,type3,type3,TA,CBlock,TA,TA,Mn,852,TA,Y,type1,1,1,2,1,TA,4,0,OT,type1,2,TA,TA,Y,OT,old,Family,139000,train,8.902455592,6.858565035,6.858565035,60,60,11.84222921
1142,60,RL,Pave,OT,IR,Low,CulD,NWAmes,Pos,Type1,Type2,5,7,Other,type3,type3,TA,CBlock,TA,TA,No,381,Ex,Y,type1,1,2,4,1,Gd,9,1,TA,Attchd,2,TA,TA,Y,OT,old,Normal,197500,train,9.240287448,7.532623619,6.992096427,35,35,12.19349386
1143,60,RL,Pave,OT,Reg,Low,Other,CollgCr,Norm,Type1,Type2,8,5,Hip,type3,type3,Gd,PConc,Ex,TA,Gd,1150,Ex,Y,type1,1,3,4,1,Gd,11,1,TA,BuiltIn,3,TA,TA,Y,OT,New,Partial,424870,train,9.206834233,7.947325027,7.290292882,5,4,12.95953852
1144,20,RL,Pave,OT,Reg,Low,Other,Sawyer,Norm,Type1,Type2,5,3,Other,type2,type3,TA,CBlock,TA,TA,No,288,TA,Y,type1,0,1,3,1,TA,5,0,OT,OT,0,OT,OT,Y,OT,old,Normal,80000,train,9.104979856,6.913737351,6.913737351,52,52,11.28978191
1145,190,RL,Pave,OT,Reg,Low,Other,Edwards,Norm,Type2,Type1,4,4,Other,type2,type2,TA,type1,Gd,TA,No,348,Fa,N,type2,1,1,2,1,Fa,5,0,OT,type1,1,TA,TA,Y,MnPrv,old,Normal,80000,train,9.407550541,6.828712072,6.510258341,70,61,11.28978191
1146,50,RM,Pave,OT,Reg,Low,Other,BrkSide,Norm,Type1,Type1,5,6,Other,type2,type2,TA,type1,TA,TA,No,0,Ex,Y,type1,0,1,3,1,TA,8,1,Gd,type1,1,TA,TA,Y,OT,old,Family,149000,train,8.738735461,7.36264527,6.948897222,83,61,11.91170159
1147,20,RL,Pave,OT,Reg,Low,Other,SawyerW,Norm,Type1,Type2,6,5,Other,type2,type2,Gd,CBlock,Gd,TA,No,1258,TA,Y,type1,1,2,3,1,Gd,5,1,TA,Attchd,2,TA,TA,Y,OT,old,Normal,180000,train,9.323669057,7.168579897,7.168579897,26,26,12.10071213
1148,70,RL,Pave,OT,Reg,Bnk,Other,Crawfor,Norm,Type1,Type2,7,7,Other,type2,type2,TA,CBlock,TA,TA,No,275,Ex,Y,type1,0,1,3,1,Fa,7,1,Gd,Attchd,1,TA,TA,Y,OT,old,Normal,174500,train,9.392661929,7.355001921,6.756932389,70,61,12.06968002
1149,50,RM,Pave,OT,Reg,Low,Other,OldTown,Norm,Type1,Type1,7,7,Other,type2,type2,TA,PConc,TA,TA,No,0,TA,Y,type1,0,1,2,1,TA,5,1,Gd,type1,1,TA,TA,Y,OT,old,Normal,116900,train,8.648221454,7.01301579,6.349138991,85,61,11.66907415
1150,70,RM,Pave,OT,Reg,Low,Other,OldTown,Artery,Type1,Type2,7,9,Hip,type3,type3,TA,PConc,TA,TA,No,624,Ex,Y,type1,0,1,3,1,TA,7,0,OT,type1,2,TA,TA,Y,OT,old,Normal,143000,train,9.104979856,7.301147806,6.723832441,91,23,11.87059991
1151,20,RL,Pave,OT,IR,Low,Other,NAmes,Norm,Type1,Type2,6,5,Other,type3,type3,TA,CBlock,TA,TA,No,0,Ex,Y,type2,0,1,2,1,Gd,4,1,Gd,Attchd,1,TA,TA,Y,GdPrv,old,Normal,124000,train,9.021598247,6.837332815,6.837332815,61,61,11.72803685
1152,20,RL,Pave,OT,Reg,Low,Other,Edwards,Norm,Type1,Type2,5,4,Other,type3,type3,TA,CBlock,TA,TA,No,176,TA,Y,type1,0,1,3,1,Fa,6,2,Gd,Attchd,2,TA,TA,Y,OT,old,Normal,149900,train,9.784422445,7.290292882,7.290292882,52,52,11.91772368
1153,20,RL,Pave,OT,IR,Low,Other,Crawfor,Norm,Type1,Type2,6,7,Other,type3,type3,TA,PConc,TA,TA,No,296,Ex,Y,type1,0,1,2,1,Ex,6,1,Gd,Attchd,2,TA,TA,Y,OT,old,Family,230000,train,9.554993341,7.501634458,7.501634458,55,7,12.34583459
1154,30,RM,Pave,OT,Reg,Low,Other,IDOTRR,Norm,Type1,Type2,6,8,Other,type2,type2,Gd,type1,TA,TA,Mn,538,Ex,Y,type1,0,1,2,1,TA,5,0,OT,type1,1,TA,TA,Y,OT,old,Normal,120500,train,8.681011277,6.704414355,6.704414355,81,4,11.69940503
1155,60,RL,Pave,OT,IR,Low,Other,NAmes,Norm,Type1,Type2,7,6,Other,type3,type3,TA,CBlock,TA,TA,Gd,454,TA,Y,type1,0,1,4,1,Gd,8,2,Gd,Attchd,2,TA,TA,Y,GdPrv,old,Normal,201800,train,9.525151112,7.50659178,6.80461452,46,23,12.21503239
1156,20,RL,Pave,OT,IR,Low,Other,Veenker,Norm,Type1,Type2,5,8,Other,type3,type3,Gd,CBlock,Gd,TA,Gd,1157,TA,Y,type1,1,2,3,1,Gd,6,1,Fa,Attchd,2,TA,TA,Y,OT,old,Normal,218000,train,9.284334052,7.270312886,7.270312886,35,7,12.29225034
1157,80,RL,Pave,OT,Reg,Low,Other,NAmes,Norm,Type1,Type2,5,8,Other,type3,type3,TA,PConc,TA,TA,Gd,633,Gd,Y,type1,0,2,3,1,Gd,6,1,Gd,Attchd,2,TA,TA,Y,MnPrv,old,Normal,179900,train,9.143131622,7.142827401,7.142827401,46,12,12.10015642
1158,120,RL,Pave,OT,IR,Low,Other,NridgHt,Norm,Type2,Type2,7,5,Other,type3,type3,Gd,PConc,Gd,TA,No,904,Ex,Y,type1,1,2,2,1,Gd,6,1,Gd,Attchd,2,TA,TA,Y,OT,old,Normal,230000,train,8.517393171,7.180831199,7.180831199,4,3,12.34583459
1159,20,RL,Pave,OT,Reg,Low,Other,Somerst,Artery,Type1,Type2,8,5,Other,type3,type3,Gd,PConc,Gd,TA,No,0,Ex,Y,type1,0,2,3,1,Gd,7,0,OT,Attchd,3,TA,TA,Y,OT,old,Partial,235128,train,9.386979146,7.365180126,7.365180126,4,3,12.36788533
1160,60,RL,Pave,OT,Reg,Low,Other,NWAmes,Norm,Type1,Type2,6,6,Hip,type3,type3,Gd,CBlock,TA,TA,No,442,TA,Y,type1,0,2,4,1,Gd,8,1,TA,Attchd,2,Gd,TA,Y,OT,old,Normal,185000,train,9.118225083,7.53689713,6.849066283,37,37,12.1281111
1161,160,RL,Pave,OT,Reg,Low,Other,NPkVill,Norm,Type2,Type2,6,5,Other,type3,type1,TA,CBlock,Gd,TA,No,311,Fa,Y,type1,0,2,3,1,TA,7,1,TA,Attchd,2,TA,TA,Y,OT,old,Normal,146000,train,7.731930722,7.283448229,6.751101469,33,33,11.8913619
1162,20,RL,Pave,OT,IR,Low,CulD,Crawfor,Pos,Type1,Type2,6,7,Hip,type3,type3,Gd,CBlock,TA,TA,No,728,Ex,Y,type1,1,1,3,1,Gd,7,1,Gd,type1,2,TA,TA,Y,OT,old,Normal,224000,train,9.600894867,7.402451521,7.402451521,57,5,12.31940133
1163,20,RL,Pave,OT,Reg,Low,Other,Sawyer,Norm,Type1,Type2,5,5,Other,type3,type3,TA,CBlock,Gd,TA,No,492,Gd,Y,type1,0,1,3,1,TA,5,1,Po,Attchd,2,TA,TA,Y,OT,old,Normal,129000,train,9.073833127,6.795705775,6.795705775,43,43,11.76756768
1164,90,RL,Pave,OT,Reg,Low,Other,Sawyer,Artery,Type2,Type1,4,4,Other,type3,type3,TA,CBlock,Gd,TA,Mn,1198,TA,Y,type1,2,0,0,2,TA,6,0,OT,type1,2,Fa,TA,Y,OT,old,Family,108959,train,9.46498259,7.137278437,7.137278437,42,42,11.59872694
1165,80,RL,Pave,OT,IR,Low,Other,Veenker,Artery,Type1,Type2,5,7,Other,type3,type3,TA,PConc,Gd,TA,Gd,680,Ex,Y,type1,1,1,2,1,Gd,5,1,TA,Attchd,2,TA,TA,Y,OT,old,Normal,194000,train,9.690108671,7.266827348,7.266827348,33,33,12.17561344
1166,20,RL,Pave,OT,IR,Low,Other,NridgHt,Norm,Type1,Type2,7,5,Other,type3,type3,Gd,PConc,Gd,TA,No,0,Ex,Y,type1,0,2,3,1,Gd,7,0,OT,Attchd,2,TA,TA,Y,OT,New,Partial,233170,train,9.163353581,7.314552832,7.314552832,2,2,12.35952308
1167,20,RL,Pave,OT,IR,Low,Other,CollgCr,Norm,Type1,Type2,8,5,Other,type3,type3,Gd,PConc,Gd,TA,Mn,0,Ex,Y,type1,0,2,3,1,Gd,7,0,OT,Attchd,3,TA,TA,Y,OT,old,Normal,245350,train,9.256746745,7.434847875,7.434847875,3,3,12.41044104
1168,60,RL,Pave,OT,IR,Low,Other,Gilbert,Norm,Type1,Type2,6,5,Other,type3,type3,TA,PConc,Gd,TA,No,786,Ex,Y,type1,1,2,3,1,TA,7,1,TA,Attchd,2,TA,TA,Y,OT,old,Normal,173000,train,9.292104674,7.421177529,6.865891075,11,11,12.06104687
1169,70,RL,Pave,OT,Reg,Low,Other,Edwards,Norm,Type1,Type2,6,7,Hip,type2,type2,TA,CBlock,TA,TA,No,626,Ex,Y,type1,0,2,4,1,Gd,7,2,TA,type1,2,TA,TA,Y,OT,old,Normal,235000,train,9.527192822,7.65349491,7.119635638,76,25,12.36734079
1170,60,RL,Pave,OT,IR,Low,CulD,NoRidge,Norm,Type1,Type2,10,5,Hip,type3,type3,Gd,PConc,Ex,TA,Gd,1387,Ex,Y,type1,1,3,4,1,Gd,10,1,TA,Attchd,3,TA,TA,Y,OT,old,Normal,625000,train,10.48458523,8.196161139,7.512617545,16,15,13.34550693
1171,80,RL,Pave,OT,Reg,Low,Other,Mitchel,Norm,Type1,Type2,6,6,Other,type3,type3,TA,CBlock,TA,TA,Mn,522,TA,Y,type1,1,1,3,1,TA,6,1,Po,Attchd,1,TA,TA,Y,GdPrv,old,Normal,171000,train,9.198267791,7.019296654,7.019296654,34,34,12.04941884
1172,20,RL,Pave,OT,Reg,Low,Other,NAmes,Norm,Type1,Type2,6,6,Hip,type2,type2,TA,CBlock,TA,TA,No,662,Ex,Y,type1,1,1,3,1,TA,6,1,TA,Attchd,2,TA,TA,Y,OT,old,Normal,163000,train,9.118225083,7.139660336,7.139660336,53,53,12.00150548
